code,name,theme
353200,대덕전자,5G(5세대 이동통신)
052460,아이크래프트,5G(5세대 이동통신)
061040,알에프텍,5G(5세대 이동통신)
069410,엔텔스,5G(5세대 이동통신)
173130,오파스넷,5G(5세대 이동통신)
122990,와이솔,5G(5세대 이동통신)
065440,이루온,5G(5세대 이동통신)
007660,이수페타시스,5G(5세대 이동통신)
377330,이지트로닉스,5G(5세대 이동통신)
355150,코스텍시스,5G(5세대 이동통신)
078000,텔코웨어,5G(5세대 이동통신)
417970,모델솔루션,AI 챗봇(챗GPT 등)
466410,사이냅소프트,AI 챗봇(챗GPT 등)
450520,인스웨이브,AI 챗봇(챗GPT 등)
300080,플리토,AI 챗봇(챗GPT 등)
143160,아이디스,CCTV＆DVR
331380,포커스에이아이,CCTV＆DVR
043650,국순당,CXL(컴퓨트익스프레스링크)
253590,네오셈,CXL(컴퓨트익스프레스링크)
019680,대교,CXL(컴퓨트익스프레스링크)
092870,엑시콘,CXL(컴퓨트익스프레스링크)
080580,오킨스전자,CXL(컴퓨트익스프레스링크)
007810,코리아써키트,CXL(컴퓨트익스프레스링크)
432720,퀄리타스반도체,CXL(컴퓨트익스프레스링크)
356860,티엘비,CXL(컴퓨트익스프레스링크)
440110,파두,CXL(컴퓨트익스프레스링크)
131180,딜리,DMZ 평화공원
006920,모헨즈,DMZ 평화공원
004920,씨아이테크,DMZ 평화공원
071950,코아스,DMZ 평화공원
014790,HL D&I,GTX(수도권 광역급행철도)
002990,금호건설,GTX(수도권 광역급행철도)
005960,동부건설,GTX(수도권 광역급행철도)
023410,유진기업,GTX(수도권 광역급행철도)
095340,ISC,HBM(고대역폭메모리)
098460,고영,HBM(고대역폭메모리)
307750,국전,HBM(고대역폭메모리)
348210,넥스틴,HBM(고대역폭메모리)
003160,디아이,HBM(고대역폭메모리)
110990,디아이티,HBM(고대역폭메모리)
412350,레이저쎌,HBM(고대역폭메모리)
424980,마이크로투나노,HBM(고대역폭메모리)
254490,미래반도체,HBM(고대역폭메모리)
451220,아이엠티,HBM(고대역폭메모리)
039440,에스티아이,HBM(고대역폭메모리)
033160,엠케이전자,HBM(고대역폭메모리)
122640,예스티,HBM(고대역폭메모리)
322310,오로스테크놀로지,HBM(고대역폭메모리)
394280,오픈엣지테크놀로지,HBM(고대역폭메모리)
232140,와이씨,HBM(고대역폭메모리)
112290,와이씨켐,HBM(고대역폭메모리)
396470,워트,HBM(고대역폭메모리)
097800,윈팩,HBM(고대역폭메모리)
086390,유니테스트,HBM(고대역폭메모리)
039030,이오테크닉스,HBM(고대역폭메모리)
217190,제너셈,HBM(고대역폭메모리)
079370,제우스,HBM(고대역폭메모리)
281820,케이씨텍,HBM(고대역폭메모리)
220260,켐트로스,HBM(고대역폭메모리)
405100,큐알티,HBM(고대역폭메모리)
089030,테크윙,HBM(고대역폭메모리)
168360,펨트론,HBM(고대역폭메모리)
031980,피에스케이홀딩스,HBM(고대역폭메모리)
042700,한미반도체,HBM(고대역폭메모리)
489790,한화비전,HBM(고대역폭메모리)
034220,LG디스플레이,IT 대표주
006400,삼성SDI,IT 대표주
018260,삼성에스디에스,IT 대표주
214330,금호에이치티,LED
001210,금호전기,LED
121600,나노신소재,LED
054090,삼진엘앤디,LED
290690,소룩스,LED
050760,에스폴리텍,LED
096870,엘디티,LED
037400,우리엔터프라이즈,LED
153490,우리이앤엘하루틴,LED
178780,일월지엠엘,LED
014580,태경비케이,LED
015890,태경산업,LED
106240,파인테크닉스,LED
065690,파커스,LED
025540,한국단자,LED
092460,한라IMS,LED
005880,대한해운,LNG(액화천연가스)
010140,삼성중공업,LNG(액화천연가스)
004690,삼천리,LNG(액화천연가스)
258610,케일럼,LNG(액화천연가스)
028670,팬오션,LNG(액화천연가스)
036460,한국가스공사,LNG(액화천연가스)
078600,대주전자재료,MLCC(적층세라믹콘덴서)
052710,아모텍,MLCC(적층세라믹콘덴서)
149950,아바텍,MLCC(적층세라믹콘덴서)
382840,원준,MLCC(적층세라믹콘덴서)
306620,지아이에스,MLCC(적층세라믹콘덴서)
005070,코스모신소재,MLCC(적층세라믹콘덴서)
126730,코칩,MLCC(적층세라믹콘덴서)
320000,한울반도체,MLCC(적층세라믹콘덴서)
214270,FSN,NFT(대체불가토큰)
044480,빌리언스,NFT(대체불가토큰)
241840,에이스토리,NFT(대체불가토큰)
058630,엠게임,NFT(대체불가토큰)
047820,초록뱀미디어,NFT(대체불가토큰)
293490,카카오게임즈,NFT(대체불가토큰)
063080,컴투스홀딩스,NFT(대체불가토큰)
041020,폴라리스오피스,NFT(대체불가토큰)
042500,링네트,NI(네트워크통합)
031820,아이티센씨티에스,NI(네트워크통합)
049480,오픈베이스,NI(네트워크통합)
033230,인성정보,NI(네트워크통합)
054620,APS,OLED(유기 발광 다이오드)
137080,나래나노텍,OLED(유기 발광 다이오드)
351320,넥사다이내믹스,OLED(유기 발광 다이오드)
088130,동아엘텍,OLED(유기 발광 다이오드)
177350,베셀,OLED(유기 발광 다이오드)
171090,선익시스템,OLED(유기 발광 다이오드)
040910,아이씨디,OLED(유기 발광 다이오드)
255440,야스,OLED(유기 발광 다이오드)
250930,예선테크,OLED(유기 발광 다이오드)
155650,와이엠씨,OLED(유기 발광 다이오드)
063760,이엘피,OLED(유기 발광 다이오드)
083470,이엠앤아이,OLED(유기 발광 다이오드)
079950,인베니아,OLED(유기 발광 다이오드)
094970,제이엠티,OLED(유기 발광 다이오드)
256940,킵스파마,OLED(유기 발광 다이오드)
336680,탑런토탈솔루션,OLED(유기 발광 다이오드)
239890,피엔에이치테크,OLED(유기 발광 다이오드)
347770,핌스,OLED(유기 발광 다이오드)
457370,한켐,OLED(유기 발광 다이오드)
238490,힘스,OLED(유기 발광 다이오드)
085910,네오티스,PCB(FPCB 등)
085670,뉴프렉스,PCB(FPCB 등)
066900,디에이피,PCB(FPCB 등)
025320,시노펙스,PCB(FPCB 등)
036010,아비코전자,PCB(FPCB 등)
015260,에이엔피,PCB(FPCB 등)
251370,와이엠티,PCB(FPCB 등)
082850,우리바이오,PCB(FPCB 등)
051370,인터플렉스,PCB(FPCB 등)
219130,타이거일렉,PCB(FPCB 등)
161580,필옵틱스,PCB(FPCB 등)
092300,현우산업,PCB(FPCB 등)
127980,화인써키트,PCB(FPCB 등)
012030,DB,SI(시스템통합)
023590,다우기술,SI(시스템통합)
020180,대신정보통신,SI(시스템통합)
263800,데이타솔루션,SI(시스템통합)
032850,비트컴퓨터,SI(시스템통합)
049470,비트플래닛,SI(시스템통합)
035510,신세계 I&C,SI(시스템통합)
267850,아시아나IDT,SI(시스템통합)
053980,오상자이엘,SI(시스템통합)
070590,인티큐브,SI(시스템통합)
045510,정원엔시스,SI(시스템통합)
105560,KB금융,STO(토큰증권 발행)
094480,갤럭시아머니트리,STO(토큰증권 발행)
011420,갤럭시아에스엠,STO(토큰증권 발행)
064260,다날,STO(토큰증권 발행)
199480,뱅크웨어글로벌,STO(토큰증권 발행)
063170,서울옥션,STO(토큰증권 발행)
055550,신한지주,STO(토큰증권 발행)
372800,아이티아이즈,STO(토큰증권 발행)
041190,우리기술투자,STO(토큰증권 발행)
088340,유라클,STO(토큰증권 발행)
102370,케이옥션,STO(토큰증권 발행)
163730,핑거,STO(토큰증권 발행)
086790,하나금융지주,STO(토큰증권 발행)
234340,헥토파이낸셜,STO(토큰증권 발행)
004270,남성,UAM(도심항공모빌리티)
002350,넥센타이어,UAM(도심항공모빌리티)
200880,서연이화,UAM(도심항공모빌리티)
221840,하이즈항공,UAM(도심항공모빌리티)
017960,한국카본,UAM(도심항공모빌리티)
074430,아미노로직스,mRNA(메신저 리보핵산)
185490,아이진,mRNA(메신저 리보핵산)
226950,올릭스,mRNA(메신저 리보핵산)
011000,진원생명과학,mRNA(메신저 리보핵산)
348080,큐라티스,mRNA(메신저 리보핵산)
014970,삼륭물산,日 수출 규제(국산화 등)
004430,송원산업,日 수출 규제(국산화 등)
013310,아진산업,日 수출 규제(국산화 등)
019540,일지테크,日 수출 규제(국산화 등)
042040,케이피엠테크,日 수출 규제(국산화 등)
371950,풍원정밀,日 수출 규제(국산화 등)
009830,한화솔루션,日 수출 규제(국산화 등)
001460,BYC,日제품 불매운동(수혜)
084870,TBH글로벌,日제품 불매운동(수혜)
204020,그리티,日제품 불매운동(수혜)
004540,깨끗한나라,日제품 불매운동(수혜)
012700,리드코프,日제품 불매운동(수혜)
014100,메디앙스,日제품 불매운동(수혜)
012690,모나리자,日제품 불매운동(수혜)
005360,모나미,日제품 불매운동(수혜)
250000,보라티알,日제품 불매운동(수혜)
002070,비비안,日제품 불매운동(수혜)
013990,아가방컴퍼니,日제품 불매운동(수혜)
033340,좋은사람들,日제품 불매운동(수혜)
047770,코데즈컴바인,日제품 불매운동(수혜)
264900,크라운제과,日제품 불매운동(수혜)
101530,해태제과식품,日제품 불매운동(수혜)
418620,E8,가상현실(VR)
194480,데브시스터즈,가상현실(VR)
206560,덱스터,가상현실(VR)
035620,바른손이앤에이,가상현실(VR)
299900,위지윅스튜디오,가상현실(VR)
431190,케이쓰리아이,가상현실(VR)
045340,토탈소프트,가상현실(VR)
187270,신화콘텍,갤럭시 부품주
053950,경남제약,건강기능식품
234690,녹십자웰빙,건강기능식품
123840,뉴온,건강기능식품
065170,비엘팜텍,건강기능식품
008490,서흥,건강기능식품
048870,시너지이노베이션,건강기능식품
092040,아미코젠,건강기능식품
314140,알피바이오,건강기능식품
293780,압타바이오,건강기능식품
084990,헬릭스미스,건강기능식품
002460,HS화성,건설 중소형
021320,KCC건설,건설 중소형
016250,SGC E&C,건설 중소형
013580,계룡건설,건설 중소형
013700,까뮤이앤씨,건설 중소형
007680,대원,건설 중소형
013120,동원개발,건설 중소형
002290,삼일기업공사,건설 중소형
010960,삼호개발,건설 중소형
042940,상지건설,건설 중소형
035890,서희건설,건설 중소형
017000,신원종합개발,건설 중소형
013360,일성건설,건설 중소형
002780,진흥기업,건설 중소형
267270,HD건설기계,건설기계
020400,대동금속,건설기계
317850,대모,건설기계
015230,대창단조,건설기계
109860,동일금속,건설기계
241560,두산밥캣,건설기계
210540,디와이파워,건설기계
019770,서연탑메탈,건설기계
017550,수산세보틱스,건설기계
079900,전진건설로봇,건설기계
036890,진성티이씨,건설기계
053160,프리엠스,건설기계
003010,혜인,건설기계
010240,흥국,건설기계
036570,NC,게임
094860,네오리진,게임
225570,넥슨게임즈,게임
251270,넷마블,게임
048910,대원미디어,게임
331520,밸로프,게임
066910,손오공,게임
462870,시프트업,게임
052790,액토즈소프트,게임
069080,웹젠,게임
101730,위메이드맥스,게임
067000,조이시티,게임
023770,플레이위드,게임
267290,경동도시가스,겨울
009290,광동제약,겨울
117580,대성에너지,겨울
016710,대성홀딩스,겨울
000020,동화약품,겨울
008470,부스타,겨울
017390,서울가스,겨울
034590,인천도시가스,겨울
053050,지에스이,겨울
032620,GC메디아이,고령화 사회(노인복지)
039860,나노엔텍,고령화 사회(노인복지)
003220,대원제약,고령화 사회(노인복지)
038290,마크로젠,고령화 사회(노인복지)
078160,메디포스트,고령화 사회(노인복지)
115480,씨유메디칼,고령화 사회(노인복지)
099190,아이센스,고령화 사회(노인복지)
174900,앱클론,고령화 사회(노인복지)
032940,원익,고령화 사회(노인복지)
041830,인바디,고령화 사회(노인복지)
119610,인터로조,고령화 사회(노인복지)
071200,인피니트헬스케어,고령화 사회(노인복지)
085660,차바이오텍,고령화 사회(노인복지)
950160,코오롱티슈진,고령화 사회(노인복지)
060280,큐렉소,고령화 사회(노인복지)
066700,테라젠이텍스,고령화 사회(노인복지)
460940,피앤에스로보틱스,고령화 사회(노인복지)
417200,LS머트리얼즈,고체산화물 연료전지(SOFC)
475150,SK이터닉스,고체산화물 연료전지(SOFC)
336260,두산퓨얼셀,고체산화물 연료전지(SOFC)
382900,범한퓨얼셀,고체산화물 연료전지(SOFC)
126340,비나텍,고체산화물 연료전지(SOFC)
452280,한선엔지니어링,고체산화물 연료전지(SOFC)
017650,대림제지,골판지 제조
014160,대영포장,골판지 제조
006740,블루산업개발,골판지 제조
023600,삼보판지,골판지 제조
016590,신대양제지,골판지 제조
011280,태림포장,골판지 제조
122450,KX,골프
215000,골프존,골프
121440,골프존홀딩스,골프
111710,남화산업,골프
300120,라온피플,골프
081660,미스토홀딩스,골프
019010,베뉴지,골프
100120,뷰웍스,골프
365900,브이씨,골프
067900,와이엔텍,골프
110790,크리스에프앤씨,골프
069640,한세엠케이,골프
009160,SIMPAC,공작기계
089140,넥스턴앤롤코리아,공작기계
195990,에이비프로바이오,공작기계
019210,와이지-원,공작기계
101680,한국정밀기계,공작기계
025890,한국주강,공작기계
089600,KT나스미디어,광고
048550,SM C&C,광고
037270,YG PLUS,광고
362990,드림인사이트,광고
443250,레뷰코퍼레이션,광고
363260,모비데이즈,광고
050090,비케이홀딩스,광고
230360,에코마케팅,광고
010470,오리콤,광고
273060,와이즈버즈,광고
214320,이노션,광고
123570,이엠넷,광고
216050,인크로스,광고
351870,차이커뮤니케이션,광고
263700,케어랩스,광고
237820,플레이디,광고
218410,RFHIC,광통신(광케이블/광섬유 등)
327260,RF머트리얼즈,광통신(광케이블/광섬유 등)
010170,대한광통신,광통신(광케이블/광섬유 등)
388790,라이콤,광통신(광케이블/광섬유 등)
100590,머큐리,광통신(광케이블/광섬유 등)
069540,빛과전자,광통신(광케이블/광섬유 등)
092190,서울바이오시스,광통신(광케이블/광섬유 등)
043260,성호전자,광통신(광케이블/광섬유 등)
115440,우리넷,광통신(광케이블/광섬유 등)
389020,자람테크놀로지,광통신(광케이블/광섬유 등)
217590,티엠씨,광통신(광케이블/광섬유 등)
368770,파이버프로,광통신(광케이블/광섬유 등)
062970,한국첨단소재,광통신(광케이블/광섬유 등)
053290,NE능률,교육/온라인 교육
035290,골드앤에스,교육/온라인 교육
067280,멀티캠퍼스,교육/온라인 교육
072870,메가스터디,교육/온라인 교육
100220,비상교육,교육/온라인 교육
461300,아이스크림미디어,교육/온라인 교육
095720,웅진씽크빅,교육/온라인 교육
084440,유비온,교육/온라인 교육
134060,이퓨쳐,교육/온라인 교육
040420,정상제이엘에스,교육/온라인 교육
011150,CJ씨푸드,구제역/광우병 수혜
036480,대성미생물,구제역/광우병 수혜
030720,동원수산,구제역/광우병 수혜
003960,사조대림,구제역/광우병 수혜
007160,사조산업,구제역/광우병 수혜
006090,사조오양,구제역/광우병 수혜
004970,신라교역,구제역/광우병 수혜
025870,신라에스지,구제역/광우병 수혜
208140,정다운,구제역/광우병 수혜
003680,한성기업,구제역/광우병 수혜
900290,GRT,국내 상장 중국기업
900120,씨엑스아이,국내 상장 중국기업
900300,오가닉티코스메틱,국내 상장 중국기업
900340,윙입푸드,국내 상장 중국기업
900110,이스트아시아홀딩스,국내 상장 중국기업
900310,컬러레이,국내 상장 중국기업
900270,헝셩그룹,국내 상장 중국기업
010130,고려아연,귀금속(금/은)
124500,아이티센글로벌,귀금속(금/은)
037950,엘컴텍,귀금속(금/은)
000670,영풍,귀금속(금/은)
012610,경인양행,그래핀
078130,국일제지,그래핀
154040,다산솔루에타,그래핀
012800,대창,그래핀
024900,디와이덕양,그래핀
027580,상보,그래핀
054940,엑사이엔씨,그래핀
073110,엘엠에스,그래핀
065500,오리엔트정공,그래핀
900250,크리스탈신소재,그래핀
079980,휴비스,그래핀
477760,DB금융스팩12호,기업인수목적회사(SPAC)
467930,IBKS제23호스팩,기업인수목적회사(SPAC)
469480,IBKS제24호스팩,기업인수목적회사(SPAC)
464680,KB제27호스팩,기업인수목적회사(SPAC)
478390,KB제29호스팩,기업인수목적회사(SPAC)
486630,KB제30호스팩,기업인수목적회사(SPAC)
492220,KB제31호스팩,기업인수목적회사(SPAC)
465320,교보15호스팩,기업인수목적회사(SPAC)
482520,교보16호스팩,기업인수목적회사(SPAC)
489210,교보17호스팩,기업인수목적회사(SPAC)
471050,대신밸런스제17호스팩,기업인수목적회사(SPAC)
482690,대신밸런스제19호스팩,기업인수목적회사(SPAC)
489730,디비금융제13호스팩,기업인수목적회사(SPAC)
477380,미래에셋비전스팩4호,기업인수목적회사(SPAC)
477470,미래에셋비전스팩5호,기업인수목적회사(SPAC)
478440,미래에셋비전스팩6호,기업인수목적회사(SPAC)
482680,미래에셋비전스팩7호,기업인수목적회사(SPAC)
472220,신영스팩10호,기업인수목적회사(SPAC)
452980,신한제11호스팩,기업인수목적회사(SPAC)
474660,신한제12호스팩,기업인수목적회사(SPAC)
474930,신한제13호스팩,기업인수목적회사(SPAC)
487360,신한제14호스팩,기업인수목적회사(SPAC)
487830,신한제15호스팩,기업인수목적회사(SPAC)
496070,신한제16호스팩,기업인수목적회사(SPAC)
472230,에스케이증권제11호스팩,기업인수목적회사(SPAC)
473000,에스케이증권제12호스팩,기업인수목적회사(SPAC)
473950,에스케이증권제13호스팩,기업인수목적회사(SPAC)
462020,에이치엠씨제6호스팩,기업인수목적회사(SPAC)
477340,에이치엠씨제7호스팩,기업인수목적회사(SPAC)
451700,엔에이치스팩29호,기업인수목적회사(SPAC)
466910,엔에이치스팩30호,기업인수목적회사(SPAC)
481890,엔에이치스팩31호,기업인수목적회사(SPAC)
473050,유안타제15호스팩,기업인수목적회사(SPAC)
474490,유안타제16호스팩,기업인수목적회사(SPAC)
493790,유안타제17호스팩,기업인수목적회사(SPAC)
468760,유진스팩10호,기업인수목적회사(SPAC)
488060,유진스팩11호,기업인수목적회사(SPAC)
478110,이베스트스팩6호,기업인수목적회사(SPAC)
487720,키움제10호스팩,기업인수목적회사(SPAC)
489480,키움제11호스팩,기업인수목적회사(SPAC)
469880,하나30호스팩,기업인수목적회사(SPAC)
469900,하나31호스팩,기업인수목적회사(SPAC)
475240,하나32호스팩,기업인수목적회사(SPAC)
475250,하나33호스팩,기업인수목적회사(SPAC)
484130,하나34호스팩,기업인수목적회사(SPAC)
464440,한국제13호스팩,기업인수목적회사(SPAC)
479880,한국제15호스팩,기업인수목적회사(SPAC)
498390,한화플러스제5호스팩,기업인수목적회사(SPAC)
002100,경농,남북경협
091590,남화토건,남북경협
058730,다스코,남북경협
100700,세운메디칼,남북경협
030960,양지사,남북경협
007110,일신석재,남북경협
004090,한국석유,남북경협
060310,3S,냉각시스템(액침냉각 등)
078930,GS,냉각시스템(액침냉각 등)
067170,오텍,냉각시스템(액침냉각 등)
107640,한중엔시에스,냉각시스템(액침냉각 등)
012450,한화에어로스페이스,냉각시스템(액침냉각 등)
003080,SB성보,농업
114450,그린생명과학,농업
054050,농우바이오,농업
050860,아세아텍,농업
154030,아시아종묘,농업
352940,인바이오,농업
033640,네패스,뉴로모픽 반도체
330860,네패스아크,뉴로모픽 반도체
092600,앤씨앤,뉴로모픽 반도체
445090,에이직랜드,뉴로모픽 반도체
001120,LX인터내셔널,니켈
011230,삼화전자,니켈
080010,이상네트웍스,니켈
095660,네오위즈,두나무(Dunamu)
002020,코오롱,두나무(Dunamu)
475580,에이럭스,드론(Drone)
033320,제이씨현시스템,드론(Drone)
204610,티쓰리,드론(Drone)
051380,피씨디렉트,드론(Drone)
047080,한빛소프트,드론(Drone)
476080,M83,딥페이크(deepfake)
443670,에스피소프트,딥페이크(deepfake)
355390,크라우드웍스,딥페이크(deepfake)
403550,쏘카,렌터카
033530,SJG세종,로봇(산업용/협동로봇 등)
012200,계양전기,로봇(산업용/협동로봇 등)
000490,대동,로봇(산업용/협동로봇 등)
008830,대동기어,로봇(산업용/협동로봇 등)
454910,두산로보틱스,로봇(산업용/협동로봇 등)
092200,디아이씨,로봇(산업용/협동로봇 등)
474650,링크솔루션,로봇(산업용/협동로봇 등)
206400,베노티앤알,로봇(산업용/협동로봇 등)
138360,앤로보틱스,로봇(산업용/협동로봇 등)
270660,에브리봇,로봇(산업용/협동로봇 등)
005850,에스엘,로봇(산업용/협동로봇 등)
455900,엔젤로보틱스,로봇(산업용/협동로봇 등)
024880,케이피에프,로봇(산업용/협동로봇 등)
130740,티피씨글로벌,로봇(산업용/협동로봇 등)
119500,포메탈,로봇(산업용/협동로봇 등)
006140,피제이전자,로봇(산업용/협동로봇 등)
160190,하이젠알앤엠,로봇(산업용/협동로봇 등)
059270,해성에어로보틱스,로봇(산업용/협동로봇 등)
344820,KCC글라스,리모델링/인테리어
108670,LX하우시스,리모델링/인테리어
002820,SUN&L,리모델링/인테리어
005750,대림바스,리모델링/인테리어
006570,대림통상,리모델링/인테리어
171120,라이온켐텍,리모델링/인테리어
007210,벽산,리모델링/인테리어
018310,삼목에스폼,리모델링/인테리어
011090,에넥스,리모델링/인테리어
446070,유니드비티플러스,리모델링/인테리어
039020,이건홀딩스,리모델링/인테리어
309930,조이웍스앤코,리모델링/인테리어
285800,진영,리모델링/인테리어
066130,하츠,리모델링/인테리어
432320,KB스타리츠,리츠(REITs)
400760,NH올원리츠,리츠(REITs)
338100,NH프라임리츠,리츠(REITs)
377190,디앤디플랫폼리츠,리츠(REITs)
357430,마스턴프리미어리츠,리츠(REITs)
396690,미래에셋글로벌리츠,리츠(REITs)
357250,미래에셋맵스리츠,리츠(REITs)
448730,삼성FN리츠,리츠(REITs)
481850,신한글로벌액티브리츠,리츠(REITs)
404990,신한서부티엔디리츠,리츠(REITs)
293940,신한알파리츠,리츠(REITs)
088260,이리츠코크렙,리츠(REITs)
350520,이지스레지던스리츠,리츠(REITs)
334890,이지스밸류플러스리츠,리츠(REITs)
145270,케이탑리츠,리츠(REITs)
417310,코람코더원리츠,리츠(REITs)
451800,한화리츠,리츠(REITs)
005490,POSCO홀딩스,리튬
029480,광무,리튬
290670,대보마그네틱,리튬
073570,리튬포어스,리튬
095500,미래나노텍,리튬
107600,새빗켐,리튬
365340,성일하이텍,리튬
004490,세방전지,리튬
270520,앱튼,리튬
086520,에코프로,리튬
348370,엔켐,리튬
051980,중앙첨단소재,리튬
005420,코스모화학,리튬
009520,포스코엠텍,리튬
003670,포스코퓨처엠,리튬
101670,하이드로리튬,리튬
278650,HLB바이오스텝,마리화나(대마)
900100,애머릿지,마리화나(대마)
052420,오성첨단소재,마리화나(대마)
086450,동국제약,마스크
001520,동양,마스크
034940,조아제약,마스크
036630,세종텔레콤,마이데이터
017900,광전자,마이크로 LED
418420,라온텍,마이크로 LED
038060,루멘스,마이크로 LED
452430,사피엔반도체,마이크로 LED
046890,서울반도체,마이크로 LED
143540,영우디에스피,마이크로 LED
008290,원풍물산,마이크로 LED
089890,코세스,마이크로 LED
066310,큐에스아이,마이크로 LED
311690,CJ 바이오사이언스,마이크로바이옴
180400,DXVX,마이크로바이옴
376270,HEM파마,마이크로바이옴
187420,HLB제넥스,마이크로바이옴
348150,고바이오랩,마이크로바이옴
084650,랩지노믹스,마이크로바이옴
049960,쎌바이오텍,마이크로바이옴
048530,인트론바이오,마이크로바이옴
063160,종근당바이오,마이크로바이옴
103840,우양,마켓컬리(kurly)
067010,이씨에스,마켓컬리(kurly)
051160,지어소프트,마켓컬리(kurly)
006890,태경케미컬,마켓컬리(kurly)
189980,흥국에프엔비,마켓컬리(kurly)
035760,CJ ENM,메타버스(Metaverse)
357880,SKAI,메타버스(Metaverse)
052220,iMBC,메타버스(Metaverse)
217270,넵튠,메타버스(Metaverse)
376300,디어유,메타버스(Metaverse)
438700,버넥트,메타버스(Metaverse)
377030,비트맥스,메타버스(Metaverse)
108860,셀바스AI,메타버스(Metaverse)
189330,씨이랩,메타버스(Metaverse)
291230,엔피,메타버스(Metaverse)
336060,웨이버스,메타버스(Metaverse)
065370,위세아이텍,메타버스(Metaverse)
